experiment,group,PID,cued,response,Hits,Total,Present,Selected,Misses,FalseAlarms,CorrectRejections,Recall,Precision,F1,F1chance
felt touch,ASD,asd31,calming,calming,3,60,10,13,7,10,40,0.3,0.23076923076923078,0.2608695652173913,0.2857142857142857
felt touch,ASD,asd31,gratitude,gratitude,0,60,10,5,10,5,45,0,0,0,0.2857142857142857
felt touch,ASD,asd31,happiness,happiness,7,60,10,7,3,0,50,0.7,1,0.8235294117647058,0.2857142857142857
felt touch,ASD,asd31,love,love,3,60,10,12,7,9,41,0.3,0.25,0.2727272727272727,0.2857142857142857
felt touch,ASD,asd31,sadness,sadness,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,ASD,asd32,attention,attention,10,60,10,14,0,4,46,1,0.7142857142857143,0.8333333333333333,0.2857142857142857
felt touch,ASD,asd32,calming,calming,4,60,10,16,6,12,38,0.4,0.25,0.3076923076923077,0.2857142857142857
felt touch,ASD,asd32,gratitude,gratitude,8,60,10,10,2,2,48,0.8,0.8,0.8000000000000002,0.2857142857142857
felt touch,ASD,asd32,happiness,happiness,5,60,10,6,5,1,49,0.5,0.8333333333333334,0.625,0.2857142857142857
felt touch,ASD,asd32,love,love,0,60,10,5,10,5,45,0,0,0,0.2857142857142857
felt touch,ASD,asd32,sadness,sadness,6,60,10,7,4,1,49,0.6,0.8571428571428571,0.7058823529411764,0.2857142857142857
felt touch,ASD,asd33,attention,attention,10,60,10,17,0,7,43,1,0.5882352941176471,0.7407407407407407,0.2857142857142857
felt touch,ASD,asd33,calming,calming,5,60,10,12,5,7,43,0.5,0.4166666666666667,0.45454545454545453,0.2857142857142857
felt touch,ASD,asd33,gratitude,gratitude,1,60,10,1,9,0,50,0.1,1,0.18181818181818182,0.2857142857142857
felt touch,ASD,asd33,happiness,happiness,5,60,10,6,5,1,49,0.5,0.8333333333333334,0.625,0.2857142857142857
felt touch,ASD,asd33,love,love,2,60,10,12,8,10,40,0.2,0.16666666666666666,0.1818181818181818,0.2857142857142857
felt touch,ASD,asd33,sadness,sadness,0,60,10,1,10,1,49,0,0,0,0.2857142857142857
felt touch,Control,sub01,attention,attention,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub01,calming,calming,9,60,10,13,1,4,46,0.9,0.6923076923076923,0.7826086956521738,0.2857142857142857
felt touch,Control,sub01,gratitude,gratitude,1,60,10,10,9,9,41,0.1,0.1,0.10000000000000002,0.2857142857142857
felt touch,Control,sub01,happiness,happiness,6,60,10,6,4,0,50,0.6,1,0.7499999999999999,0.2857142857142857
felt touch,Control,sub01,love,love,9,60,10,12,1,3,47,0.9,0.75,0.8181818181818182,0.2857142857142857
felt touch,Control,sub01,sadness,sadness,0,60,10,8,10,8,42,0,0,0,0.2857142857142857
felt touch,Control,sub02,attention,attention,10,60,10,12,0,2,48,1,0.8333333333333334,0.9090909090909091,0.2857142857142857
felt touch,Control,sub02,calming,calming,9,60,10,12,1,3,47,0.9,0.75,0.8181818181818182,0.2857142857142857
felt touch,Control,sub02,gratitude,gratitude,2,60,10,7,8,5,45,0.2,0.2857142857142857,0.23529411764705882,0.2857142857142857
felt touch,Control,sub02,happiness,happiness,0,60,10,4,10,4,46,0,0,0,0.2857142857142857
felt touch,Control,sub02,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub02,sadness,sadness,3,60,10,6,7,3,47,0.3,0.5,0.37499999999999994,0.2857142857142857
felt touch,Control,sub03,attention,attention,10,60,10,20,0,10,40,1,0.5,0.6666666666666666,0.2857142857142857
felt touch,Control,sub03,calming,calming,10,60,10,20,0,10,40,1,0.5,0.6666666666666666,0.2857142857142857
felt touch,Control,sub03,gratitude,gratitude,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub03,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub03,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub03,sadness,sadness,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub04,attention,attention,10,60,10,19,0,9,41,1,0.5263157894736842,0.6896551724137931,0.2857142857142857
felt touch,Control,sub04,calming,calming,5,60,10,14,5,9,41,0.5,0.35714285714285715,0.41666666666666663,0.2857142857142857
felt touch,Control,sub04,gratitude,gratitude,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub04,happiness,happiness,9,60,10,9,1,0,50,0.9,1,0.9473684210526316,0.2857142857142857
felt touch,Control,sub04,love,love,10,60,10,16,0,6,44,1,0.625,0.7692307692307693,0.2857142857142857
felt touch,Control,sub04,sadness,sadness,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub05,attention,attention,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub05,calming,calming,1,60,10,7,9,6,44,0.1,0.14285714285714285,0.11764705882352941,0.2857142857142857
felt touch,Control,sub05,gratitude,gratitude,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub05,happiness,happiness,1,60,10,1,9,0,50,0.1,1,0.18181818181818182,0.2857142857142857
felt touch,Control,sub05,love,love,10,60,10,22,0,12,38,1,0.45454545454545453,0.625,0.2857142857142857
felt touch,Control,sub05,sadness,sadness,8,60,10,12,2,4,46,0.8,0.6666666666666666,0.7272727272727272,0.2857142857142857
felt touch,Control,sub06,attention,attention,9,60,10,10,1,1,49,0.9,0.9,0.9,0.2857142857142857
felt touch,Control,sub06,calming,calming,10,60,10,18,0,8,42,1,0.5555555555555556,0.7142857142857143,0.2857142857142857
felt touch,Control,sub06,gratitude,gratitude,2,60,10,6,8,4,46,0.2,0.3333333333333333,0.25,0.2857142857142857
felt touch,Control,sub06,happiness,happiness,8,60,10,9,2,1,49,0.8,0.8888888888888888,0.8421052631578948,0.2857142857142857
felt touch,Control,sub06,love,love,8,60,10,12,2,4,46,0.8,0.6666666666666666,0.7272727272727272,0.2857142857142857
felt touch,Control,sub06,sadness,sadness,2,60,10,3,8,1,49,0.2,0.6666666666666666,0.30769230769230765,0.2857142857142857
felt touch,Control,sub07,attention,attention,9,60,10,9,1,0,50,0.9,1,0.9473684210526316,0.2857142857142857
felt touch,Control,sub07,calming,calming,1,60,10,11,9,10,40,0.1,0.09090909090909091,0.09523809523809525,0.2857142857142857
felt touch,Control,sub07,gratitude,gratitude,7,60,10,10,3,3,47,0.7,0.7,0.7,0.2857142857142857
felt touch,Control,sub07,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub07,love,love,10,60,10,19,0,9,41,1,0.5263157894736842,0.6896551724137931,0.2857142857142857
felt touch,Control,sub07,sadness,sadness,1,60,10,1,9,0,50,0.1,1,0.18181818181818182,0.2857142857142857
felt touch,Control,sub08,attention,attention,10,60,10,12,0,2,48,1,0.8333333333333334,0.9090909090909091,0.2857142857142857
felt touch,Control,sub08,calming,calming,4,60,10,10,6,6,44,0.4,0.4,0.4000000000000001,0.2857142857142857
felt touch,Control,sub08,gratitude,gratitude,4,60,10,10,6,6,44,0.4,0.4,0.4000000000000001,0.2857142857142857
felt touch,Control,sub08,happiness,happiness,0,60,10,6,10,6,44,0,0,0,0.2857142857142857
felt touch,Control,sub08,love,love,6,60,10,13,4,7,43,0.6,0.46153846153846156,0.5217391304347826,0.2857142857142857
felt touch,Control,sub08,sadness,sadness,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub09,attention,attention,10,60,10,18,0,8,42,1,0.5555555555555556,0.7142857142857143,0.2857142857142857
felt touch,Control,sub09,calming,calming,10,60,10,17,0,7,43,1,0.5882352941176471,0.7407407407407407,0.2857142857142857
felt touch,Control,sub09,gratitude,gratitude,5,60,10,5,5,0,50,0.5,1,0.6666666666666666,0.2857142857142857
felt touch,Control,sub09,happiness,happiness,4,60,10,5,6,1,49,0.4,0.8,0.5333333333333333,0.2857142857142857
felt touch,Control,sub09,love,love,9,60,10,9,1,0,50,0.9,1,0.9473684210526316,0.2857142857142857
felt touch,Control,sub09,sadness,sadness,6,60,10,6,4,0,50,0.6,1,0.7499999999999999,0.2857142857142857
felt touch,Control,sub10,attention,attention,10,60,10,22,0,12,38,1,0.45454545454545453,0.625,0.2857142857142857
felt touch,Control,sub10,calming,calming,8,60,10,18,2,10,40,0.8,0.4444444444444444,0.5714285714285714,0.2857142857142857
felt touch,Control,sub10,gratitude,gratitude,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub10,happiness,happiness,7,60,10,8,3,1,49,0.7,0.875,0.7777777777777777,0.2857142857142857
felt touch,Control,sub10,love,love,10,60,10,12,0,2,48,1,0.8333333333333334,0.9090909090909091,0.2857142857142857
felt touch,Control,sub10,sadness,sadness,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub11,attention,attention,10,60,10,14,0,4,46,1,0.7142857142857143,0.8333333333333333,0.2857142857142857
felt touch,Control,sub11,calming,calming,6,60,10,12,4,6,44,0.6,0.5,0.5454545454545454,0.2857142857142857
felt touch,Control,sub11,gratitude,gratitude,3,60,10,7,7,4,46,0.3,0.42857142857142855,0.3529411764705882,0.2857142857142857
felt touch,Control,sub11,happiness,happiness,8,60,10,8,2,0,50,0.8,1,0.888888888888889,0.2857142857142857
felt touch,Control,sub11,love,love,7,60,10,9,3,2,48,0.7,0.7777777777777778,0.7368421052631577,0.2857142857142857
felt touch,Control,sub11,sadness,sadness,4,60,10,9,6,5,45,0.4,0.4444444444444444,0.4210526315789474,0.2857142857142857
felt touch,Control,sub12,attention,attention,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub12,calming,calming,3,60,10,14,7,11,39,0.3,0.21428571428571427,0.25,0.2857142857142857
felt touch,Control,sub12,gratitude,gratitude,6,60,10,7,4,1,49,0.6,0.8571428571428571,0.7058823529411764,0.2857142857142857
felt touch,Control,sub12,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub12,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub12,sadness,sadness,3,60,10,9,7,6,44,0.3,0.3333333333333333,0.3157894736842105,0.2857142857142857
felt touch,Control,sub13,attention,attention,10,60,10,11,0,1,49,1,0.9090909090909091,0.9523809523809523,0.2857142857142857
felt touch,Control,sub13,calming,calming,6,60,10,14,4,8,42,0.6,0.42857142857142855,0.5,0.2857142857142857
felt touch,Control,sub13,gratitude,gratitude,1,60,10,5,9,4,46,0.1,0.2,0.13333333333333333,0.2857142857142857
felt touch,Control,sub13,happiness,happiness,4,60,10,6,6,2,48,0.4,0.6666666666666666,0.5,0.2857142857142857
felt touch,Control,sub13,love,love,0,60,10,3,10,3,47,0,0,0,0.2857142857142857
felt touch,Control,sub13,sadness,sadness,1,60,10,2,9,1,49,0.1,0.5,0.16666666666666669,0.2857142857142857
felt touch,Control,sub14,attention,attention,8,60,10,8,2,0,50,0.8,1,0.888888888888889,0.2857142857142857
felt touch,Control,sub14,calming,calming,5,60,10,12,5,7,43,0.5,0.4166666666666667,0.45454545454545453,0.2857142857142857
felt touch,Control,sub14,gratitude,gratitude,0,60,10,5,10,5,45,0,0,0,0.2857142857142857
felt touch,Control,sub14,happiness,happiness,8,60,10,10,2,2,48,0.8,0.8,0.8000000000000002,0.2857142857142857
felt touch,Control,sub14,love,love,4,60,10,10,6,6,44,0.4,0.4,0.4000000000000001,0.2857142857142857
felt touch,Control,sub14,sadness,sadness,3,60,10,9,7,6,44,0.3,0.3333333333333333,0.3157894736842105,0.2857142857142857
felt touch,Control,sub16,attention,attention,10,60,10,11,0,1,49,1,0.9090909090909091,0.9523809523809523,0.2857142857142857
felt touch,Control,sub16,calming,calming,10,60,10,11,0,1,49,1,0.9090909090909091,0.9523809523809523,0.2857142857142857
felt touch,Control,sub16,gratitude,gratitude,6,60,10,10,4,4,46,0.6,0.6,0.6,0.2857142857142857
felt touch,Control,sub16,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub16,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub16,sadness,sadness,5,60,10,5,5,0,50,0.5,1,0.6666666666666666,0.2857142857142857
felt touch,Control,sub17,attention,attention,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub17,calming,calming,9,60,10,19,1,10,40,0.9,0.47368421052631576,0.6206896551724138,0.2857142857142857
felt touch,Control,sub17,gratitude,gratitude,0,60,10,1,10,1,49,0,0,0,0.2857142857142857
felt touch,Control,sub17,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub17,love,love,9,60,10,9,1,0,50,0.9,1,0.9473684210526316,0.2857142857142857
felt touch,Control,sub17,sadness,sadness,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub18,attention,attention,10,60,10,21,0,11,39,1,0.47619047619047616,0.6451612903225806,0.2857142857142857
felt touch,Control,sub18,calming,calming,9,60,10,22,1,13,37,0.9,0.4090909090909091,0.5625000000000001,0.2857142857142857
felt touch,Control,sub18,gratitude,gratitude,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub18,happiness,happiness,2,60,10,3,8,1,49,0.2,0.6666666666666666,0.30769230769230765,0.2857142857142857
felt touch,Control,sub18,love,love,6,60,10,6,4,0,50,0.6,1,0.7499999999999999,0.2857142857142857
felt touch,Control,sub18,sadness,sadness,0,60,10,1,10,1,49,0,0,0,0.2857142857142857
felt touch,Control,sub19,attention,attention,8,60,10,12,2,4,46,0.8,0.6666666666666666,0.7272727272727272,0.2857142857142857
felt touch,Control,sub19,calming,calming,5,60,10,9,5,4,46,0.5,0.5555555555555556,0.5263157894736842,0.2857142857142857
felt touch,Control,sub19,gratitude,gratitude,4,60,10,5,6,1,49,0.4,0.8,0.5333333333333333,0.2857142857142857
felt touch,Control,sub19,happiness,happiness,5,60,10,5,5,0,50,0.5,1,0.6666666666666666,0.2857142857142857
felt touch,Control,sub19,love,love,6,60,10,11,4,5,45,0.6,0.5454545454545454,0.5714285714285713,0.2857142857142857
felt touch,Control,sub19,sadness,sadness,2,60,10,4,8,2,48,0.2,0.5,0.28571428571428575,0.2857142857142857
felt touch,Control,sub20,attention,attention,10,60,10,13,0,3,47,1,0.7692307692307693,0.8695652173913044,0.2857142857142857
felt touch,Control,sub20,calming,calming,10,60,10,12,0,2,48,1,0.8333333333333334,0.9090909090909091,0.2857142857142857
felt touch,Control,sub20,gratitude,gratitude,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub20,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub20,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub20,sadness,sadness,8,60,10,10,2,2,48,0.8,0.8,0.8000000000000002,0.2857142857142857
felt touch,Control,sub21,attention,attention,10,60,10,27,0,17,33,1,0.37037037037037035,0.5405405405405406,0.2857142857142857
felt touch,Control,sub21,calming,calming,2,60,10,20,8,18,32,0.2,0.1,0.13333333333333333,0.2857142857142857
felt touch,Control,sub21,gratitude,gratitude,1,60,10,2,9,1,49,0.1,0.5,0.16666666666666669,0.2857142857142857
felt touch,Control,sub21,happiness,happiness,2,60,10,2,8,0,50,0.2,1,0.33333333333333337,0.2857142857142857
felt touch,Control,sub21,love,love,1,60,10,9,9,8,42,0.1,0.1111111111111111,0.10526315789473685,0.2857142857142857
felt touch,Control,sub21,sadness,sadness,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub22,attention,attention,10,60,10,16,0,6,44,1,0.625,0.7692307692307693,0.2857142857142857
felt touch,Control,sub22,calming,calming,7,60,10,12,3,5,45,0.7,0.5833333333333334,0.6363636363636365,0.2857142857142857
felt touch,Control,sub22,gratitude,gratitude,0,60,10,2,10,2,48,0,0,0,0.2857142857142857
felt touch,Control,sub22,happiness,happiness,6,60,10,6,4,0,50,0.6,1,0.7499999999999999,0.2857142857142857
felt touch,Control,sub22,love,love,2,60,10,6,8,4,46,0.2,0.3333333333333333,0.25,0.2857142857142857
felt touch,Control,sub22,sadness,sadness,4,60,10,4,6,0,50,0.4,1,0.5714285714285715,0.2857142857142857
felt touch,Control,sub23,attention,attention,10,60,10,11,0,1,49,1,0.9090909090909091,0.9523809523809523,0.2857142857142857
felt touch,Control,sub23,calming,calming,1,60,10,10,9,9,41,0.1,0.1,0.10000000000000002,0.2857142857142857
felt touch,Control,sub23,gratitude,gratitude,9,60,10,9,1,0,50,0.9,1,0.9473684210526316,0.2857142857142857
felt touch,Control,sub23,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub23,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub23,sadness,sadness,1,60,10,9,9,8,42,0.1,0.1111111111111111,0.10526315789473685,0.2857142857142857
felt touch,Control,sub24,attention,attention,10,60,10,12,0,2,48,1,0.8333333333333334,0.9090909090909091,0.2857142857142857
felt touch,Control,sub24,calming,calming,10,60,10,11,0,1,49,1,0.9090909090909091,0.9523809523809523,0.2857142857142857
felt touch,Control,sub24,gratitude,gratitude,8,60,10,8,2,0,50,0.8,1,0.888888888888889,0.2857142857142857
felt touch,Control,sub24,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub24,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub24,sadness,sadness,9,60,10,9,1,0,50,0.9,1,0.9473684210526316,0.2857142857142857
felt touch,Control,sub25,attention,attention,10,60,10,20,0,10,40,1,0.5,0.6666666666666666,0.2857142857142857
felt touch,Control,sub25,calming,calming,10,60,10,11,0,1,49,1,0.9090909090909091,0.9523809523809523,0.2857142857142857
felt touch,Control,sub25,gratitude,gratitude,0,60,10,9,10,9,41,0,0,0,0.2857142857142857
felt touch,Control,sub25,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub25,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub25,sadness,sadness,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub26,attention,attention,10,60,10,20,0,10,40,1,0.5,0.6666666666666666,0.2857142857142857
felt touch,Control,sub26,calming,calming,10,60,10,11,0,1,49,1,0.9090909090909091,0.9523809523809523,0.2857142857142857
felt touch,Control,sub26,gratitude,gratitude,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub26,happiness,happiness,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub26,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub26,sadness,sadness,9,60,10,9,1,0,50,0.9,1,0.9473684210526316,0.2857142857142857
felt touch,Control,sub27,attention,attention,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub27,calming,calming,9,60,10,13,1,4,46,0.9,0.6923076923076923,0.7826086956521738,0.2857142857142857
felt touch,Control,sub27,gratitude,gratitude,0,60,10,0,10,0,50,0,0,0,0.2857142857142857
felt touch,Control,sub27,happiness,happiness,9,60,10,9,1,0,50,0.9,1,0.9473684210526316,0.2857142857142857
felt touch,Control,sub27,love,love,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub27,sadness,sadness,7,60,10,8,3,1,49,0.7,0.875,0.7777777777777777,0.2857142857142857
felt touch,Control,sub28,attention,attention,10,60,10,10,0,0,50,1,1,1,0.2857142857142857
felt touch,Control,sub28,calming,calming,9,60,10,10,1,1,49,0.9,0.9,0.9,0.2857142857142857
felt touch,Control,sub28,gratitude,gratitude,10,60,10,11,0,1,49,1,0.9090909090909091,0.9523809523809523,0.2857142857142857
felt touch,Control,sub28,happiness,happiness,9,60,10,9,1,0,50,0.9,1,0.9473684210526316,0.2857142857142857
felt touch,Control,sub28,love,love,10,60,10,11,0,1,49,1,0.9090909090909091,0.9523809523809523,0.2857142857142857
felt touch,Control,sub28,sadness,sadness,8,60,10,9,2,1,49,0.8,0.8888888888888888,0.8421052631578948,0.2857142857142857
felt touch,Control,sub29,attention,attention,10,60,10,16,0,6,44,1,0.625,0.7692307692307693,0.2857142857142857
felt touch,Control,sub29,calming,calming,6,60,10,10,4,4,46,0.6,0.6,0.6,0.2857142857142857
felt touch,Control,sub29,gratitude,gratitude,5,60,10,9,5,4,46,0.5,0.5555555555555556,0.5263157894736842,0.2857142857142857
felt touch,Control,sub29,happiness,happiness,6,60,10,7,4,1,49,0.6,0.8571428571428571,0.7058823529411764,0.2857142857142857
felt touch,Control,sub29,love,love,7,60,10,10,3,3,47,0.7,0.7,0.7,0.2857142857142857
